book_id,book_title,language,speaker_id,section_id,section_number,section_title,playtime,audio_link,file_id
16978,Forty Thousand Miles Over Land and Water,English,688,546793,1,Chapter I. Across the Atlantic,362,https://www.archive.org/download/fortythousandmiles_2111_librivox/fortythousandmiles_01_vincent.mp3,fortythousandmiles_01_vincent
16979,Citadel of the Star Lords,English,251,546819,1,Chapter 1,395,https://www.archive.org/download/citadel_of_the_star_lords_2108_librivox/citadelofthestarlords_01_hamilton.mp3,citadelofthestarlords_01_hamilton
16980,Red Cross Girls on the French Firing Line,English,15829,546844,1,Place De L'Opera,1130,https://www.archive.org/download/red_cross_girls_french_firing_line_2109_librivox/redcrossgirlsfrenchfiringline_01_vandercook.mp3,redcrossgirlsfrenchfiringline_01_vandercook
16981,Titan Of Chasms: The Grand Canyon Of Arizona,English,6454,546867,1,The Titan Of Chasms by Charles A. Higgins,1537,https://www.archive.org/download/titan_of_chasms_2108_librivox/titancanyons_01_various.mp3,titancanyons_01_various
16982,Wongo And The Wise Old Crow,English,6454,546871,1,"A Daring Plot 1: In Timbertangle, Wongo And Kaw Make A Plan",2210,https://www.archive.org/download/wongo_and_the_wise_old_crow_2108_librivox/wongo_01_moon.mp3,wongo_01_moon
16983,Across the Plains in 1844,English,12055,546877,1,Section 1,1319,https://www.archive.org/download/across_the_plains_in_1844_2108_librivox/acrosstheplainsin1844_01_sagerpringle.mp3,acrosstheplainsin1844_01_sagerpringle
16984,"Lines in Latin, inscribed with a pin upon her prison wall.",English,4705,546892,1,"Lines in Latin, inscribed with a pin upon her prison wall - Read by ALP",33,https://www.archive.org/download/lines_in_latin_2108.poem_librivox/linesinlatin_grey_alp.mp3,linesinlatin_grey_alp
16985,Two Windows,English,4705,546910,1,Two Windows - Read by ALP,133,https://www.archive.org/download/two_windows_2108.poem_librivox/twowindows_maclean_alp.mp3,twowindows_maclean_alp
16986,Journal Of Small Things,English,10244,546929,1,Preface,236,https://www.archive.org/download/journalofsmallthings_2202_librivox/journalofsmallthings_00_mackay.mp3,journalofsmallthings_00_mackay
16987,For Love and Life Vol. 1,English,13717,546951,2,Edgar,1491,https://www.archive.org/download/love_and_life_1_2201_librivox/loveandlife1_02_oliphant.mp3,loveandlife1_02_oliphant
16988,"Civilisation: Its Cause and Cure, and Other Essays",English,13400,546978,1,Preface to Complete Edition,510,https://www.archive.org/download/civilisationitscauseandcure_2111_librivox/civilisation_00_carpenter.mp3,civilisation_00_carpenter
16990,Return of Clubfoot,English,251,547023,1,Chapter I - Doña Luisa,821,https://www.archive.org/download/return_clubfoot_2110_librivox/returnofclubfoot_01_williams.mp3,returnofclubfoot_01_williams
16991,French Revolution: A History. Volume 2: The Constitution (Version 2),English,15664,547049,1,"Book 1, Chapter 1: In the Tuileries",629,https://www.archive.org/download/french_revolution_vol2_vers2_2109_librivox/frenchrevolutionvol2_01_carlyle.mp3,frenchrevolutionvol2_01_carlyle
16992,Is War Diminishing?,English,10851,547103,1,Preface. Authorities Consulted.,636,https://www.archive.org/download/is_war_diminishing_lh_2201_librivox/iswardiminishing_00_woods.mp3,iswardiminishing_00_woods
16993,Story of Red Feather,English,16409,547120,1,Brother and Sister—The Signal,847,https://www.archive.org/download/story_red_feather_mw_2110_librivox/storyofredfeather_01_ellis.mp3,storyofredfeather_01_ellis
16994,G.K. Chesterton in The Bibliophile Magazine,English,8425,547133,1,"W.E. Henly, Poet",768,https://www.archive.org/download/gkbibliophile_2108_librivox/gkcbibliophile_01_chesterton.mp3,gkcbibliophile_01_chesterton
16995,Mine with the Iron Door,English,11331,547135,1,The Cañon of Gold,545,https://www.archive.org/download/mine_with_the_iron_door_2205_librivox/minewiththeirondoor_01_wright.mp3,minewiththeirondoor_01_wright
16996,Voyage of the Pax,English,16368,547186,1,Preface,162,https://www.archive.org/download/voyageofpax_2110_librivox/voyageofpax_00_camm.mp3,voyageofpax_00_camm
16997,First Love and Other Fascinating Stories of Spanish Life,English,1901,546818,1,First Love,1115,https://www.archive.org/download/firstloveandstoriesaboutspanishlife_2201_librivox/firstloveandotherfascinatingstoriesaboutspanishlife_01_pardobazan.mp3,firstloveandotherfascinatingstoriesaboutspanishlife_01_pardobazan
16998,Art of Cross-Examination,English,14606,547198,1,Ch. 1. Introductory,856,https://www.archive.org/download/artofcrossexamination_2110_librivox/artofcrossexamination_01_wellman.mp3,artofcrossexamination_01_wellman
16999,Murray's Adirondack Tales,English,13374,547213,1,Mystery Ch 1,1658,https://www.archive.org/download/murrays_adirondack_tales_ks_2112_librivox/murraysadirondacktales_01_murray.mp3,murraysadirondacktales_01_murray
17000,"Familiar Instructions and Evening Lectures on All the Truths of Religion, Volume 1",English,16615,547243,1,True Knowledge,472,https://www.archive.org/download/familiarinstructions1_2202_librivox/familiarinstructions1_001_segur.mp3,familiarinstructions1_001_segur
17001,Vampires of Space,English,5717,547306,1,Part I,1651,https://www.archive.org/download/vampiresofspace_2109_librivox/vampiresofspace_01_wright.mp3,vampiresofspace_01_wright
17002,"Royal Regiment, and Other Novelettes",English,16484,547310,1,The Ruthvens of Ardgowrie,873,https://www.archive.org/download/royal_regiment_2201_librivox/royalregiment_01_grant.mp3,royalregiment_01_grant
17003,Sunny Side (Version 2),English,5789,547336,1,"Dedication, Preface, Chapter 1: Oranges and Lemons",3675,https://www.archive.org/download/the_sunny_side_vers2_2108_librivox/sunnysidevers2_01_milne.mp3,sunnysidevers2_01_milne
17004,Morning Work,English,7170,547352,1,Morning Work - Read by AAM,54,https://www.archive.org/download/morningwork_2108.poem_librivox/morningwork_lawrence_aam.mp3,morningwork_lawrence_aam
17005,Change of Air,English,15933,547373,1,I,1151,https://www.archive.org/download/changeofair_2109_librivox/changeofair_01_gerould.mp3,changeofair_01_gerould
17007,Upper Canada Sketches,English,3157,547391,1,Preface,168,https://www.archive.org/download/uppercanadasketches_2110_librivox/uppercanadasketches_00_conant.mp3,uppercanadasketches_00_conant
17008,Miss Lochinvar,English,16558,547408,1,Young Lochinvar is come out of the west,777,https://www.archive.org/download/miss_lochinvar_2111_librivox/misslochinvar_01_taggart.mp3,misslochinvar_01_taggart
17009,Rover Vol. 01 No. 22,English,7170,547426,1,Falls of Montmorency,356,https://www.archive.org/download/rover_01_22_2110_librivox/rover0122_1_various.mp3,rover0122_1_various
17010,Man with the Black Cord,English,688,547435,1,Leopold Erlach Disappears,1224,https://www.archive.org/download/manwithblackcord_2111_librivox/manwithblackcord_01_groner.mp3,manwithblackcord_01_groner
17012,Two American Slavery Documents,English,6454,547475,1,"Life of James Mars, A Slave Born And Sold In Connecticut (1869) Part 1",1294,https://www.archive.org/download/two_american_slavery_documents_2108_librivox/twoamericanslaverydocuments_01_various.mp3,twoamericanslaverydocuments_01_various
17014,Poor White: a Novel,English,10018,547514,1,Chapter 01,2459,https://www.archive.org/download/poorwhite_2205_librivox/poorwhite_01_anderson.mp3,poorwhite_01_anderson
17015,"Precepts in Practice; or, Stories Illustrating the Proverbs",English,12980,547537,1,Preface,109,https://www.archive.org/download/precepts_in_practice_2207_librivox/preceptsinpractice_00_tucker.mp3,preceptsinpractice_00_tucker
17019,Love's Coming-of-Age: A Series of Papers on the Relations of the Sexes,English,16463,547632,1,The Sex Passion,2072,https://www.archive.org/download/lovescomingofage_2112_librivox/lovescomingofage_01_carpenter.mp3,lovescomingofage_01_carpenter
17020,Sugar Plums,English,15446,547644,1,Mamma's Dolls,166,https://www.archive.org/download/sugarplums_2208_librivox/sugarplums_01_pratt.mp3,sugarplums_01_pratt
17021,Gringo In Mañana-Land,English,6454,547668,1,Foreword,100,https://www.archive.org/download/gringo_in_manana-land_2109_librivox/gringomananaland_00_foster.mp3,gringomananaland_00_foster
17022,"Radio Boys Trailing a Voice; Or, Solving a Wireless Mystery",English,5703,547691,1,Preface,199,https://www.archive.org/download/radioboystrailingvoice_2206_librivox/radioboystrailingavoice_00_chapman.mp3,radioboystrailingavoice_00_chapman
17023,When I set out for Lyonnesse,English,7170,547717,1,When I set out for Lyonnesse - AAM,72,https://www.archive.org/download/lyonnesse_2108.poem_librivox/lyonnesse_hardy_aam.mp3,lyonnesse_hardy_aam
17024,Reedy River,English,13577,547747,1,Reedy River - Read by APS,180,https://www.archive.org/download/reedy_river_2109.poem_librivox/reedyriver_lawson_aps.mp3,reedyriver_lawson_aps
17026,Yellow Face,English,10179,547775,1,Chapter I. Nostalgo,765,https://www.archive.org/download/yellow_face_2112_librivox/yellowface_01_white.mp3,yellowface_01_white
17027,Story of Greece: Told to Boys and Girls,English,7756,547827,1,To Joyce Moffatt Scott,254,https://www.archive.org/download/story_of_greece_2203_librivox/storyofgreece_000_macgregor.mp3,storyofgreece_000_macgregor
17028,Asgard Stories: Tales from Norse Mythology,English,16553,547932,1,The Story of the Beginning,654,https://www.archive.org/download/asgardstories_2110_librivox/asgardstories_01_foster.mp3,asgardstories_01_foster
17029,Self-Control: A Novel (version 2),English,1255,547946,1,Prologue,321,https://www.archive.org/download/self_control_2111_librivox/selfcontrol_00_brunton.mp3,selfcontrol_00_brunton
17030,Over Prairie Trails,English,3699,548038,1,Introductory,267,https://www.archive.org/download/over_prairie_trails_2110_librivox/overprairietrails_01_grove.mp3,overprairietrails_01_grove
17031,National Geographic Magazine Vol. 10 - 02. February 1899,English,8425,548048,1,"The Economic Condition of the Philippines, Agriculture",932,https://www.archive.org/download/ngm10_02_2109_librivox/ngm10_02_01.mp3,ngm10_02_01
17032,Heads of Cerberus,English,16142,548056,1,"Chapter 1 - ""Welcome, However You Come!""",1297,https://www.archive.org/download/heads_of_cerberus_2208_librivox/headsofcerberus_01_stevens.mp3,headsofcerberus_01_stevens
17033,Prophet (version 4),English,5717,548083,1,The Coming of the Ship,484,https://www.archive.org/download/the_prophet_2109_librivox/theprophet_01_gibran.mp3,theprophet_01_gibran
17034,"Excerpts from ''A Bibliography of the Work of Mark Twain, Samuel Langhorne Clemens''",English,107,548098,1,Introductory,1222,https://www.archive.org/download/excerpts_bibliography_marktwain_2110_librivox/bibliography_00_johnson.mp3,bibliography_00_johnson
17035,Book of Dreams and Ghosts,English,18761,548124,1,Preface,1160,https://www.archive.org/download/bookofdreamsandghosts_2312_librivox/bookofdreamsandghosts_00_lang.mp3,bookofdreamsandghosts_00_lang
17036,Billy Whiskers' Travels,English,14499,548138,1,Billy Runs Away from Home,1394,https://www.archive.org/download/billywhiskerstravels_2111_librivox/billywhiskerstravels_01_montgomery.mp3,billywhiskerstravels_01_montgomery
17038,Death in Venice,English,8138,548175,1,Chapter I,879,https://www.archive.org/download/death_in_venice_ls_2109_librivox/deathinvenice_01_mann.mp3,deathinvenice_01_mann
17039,Two Cumberland Ballads,English,6097,548182,1,The Hermit of Rockcliffe,3056,https://www.archive.org/download/two_cumberland_ballads_2109_librivox/minstrel_01_stagg.mp3,minstrel_01_stagg
17040,Skipper's Wooing,English,16344,548184,1,Chapters 1-2,2083,https://www.archive.org/download/skipperswooing_2109_librivox/skipperswooing_01_jacobs.mp3,skipperswooing_01_jacobs
17041,Primrose Path,English,16463,548197,1,Chapter I: A Happy Home,1049,https://www.archive.org/download/primrose_path_2109_librivox/primrosepath_01_stoker.mp3,primrosepath_01_stoker
17044,Impromptu,English,7170,548294,1,Impromtu - read by AAM,71,https://www.archive.org/download/impromptu_2309.poem_librivox/impromptu_clare_aam.mp3,impromptu_clare_aam
17045,Essays in Idleness,English,11528,548333,1,Agrippina,2487,https://www.archive.org/download/essaysinidleness_2109_librivox/essaysinidleness_01_repplier.mp3,essaysinidleness_01_repplier
17046,Highways in Hiding,English,16406,548350,1,Historical Note and 'Stalemate',165,https://www.archive.org/download/highwaysinhiding_2111_librivox/highwaysinhiding_00_smith.mp3,highwaysinhiding_00_smith
17048,Stories from Le Morte D'Arthur and the Mabinogion,English,14512,548389,1,Introduction,1179,https://www.archive.org/download/storieslemortedarthurmabinogion_2110_librivox/lemortedarthurmabinogion_00_clay.mp3,lemortedarthurmabinogion_00_clay
17049,Footsteps of Fate,English,6097,548428,1,Introduction by Edmund Gosse,1017,https://www.archive.org/download/footsteps_of_fate_2111_librivox/fate_00_couperus.mp3,fate_00_couperus
17050,Severn and Somme,English,7170,548437,1,Preface,251,https://www.archive.org/download/severnandsomme_2109_librivox/severnandsomme_00_gurney.mp3,severnandsomme_00_gurney
17051,Lay Of The Motor-Car,English,16016,548500,1,The Lay Of The Motor-Car - Read by AB,84,https://www.archive.org/download/the_lay_of_the_motor-car_2109.poem_librivox/motorcar_paterson_ab.mp3,motorcar_paterson_ab
17052,Wind in the Willows (Version 6),English,16288,548521,1,The River Bank,1652,https://www.archive.org/download/windinthewillows_2109_librivox/windinthewillows_01_grahame.mp3,windinthewillows_01_grahame
17054,"Practice of Christian and Religious Perfection, Volume 1",English,16368,548553,1,Life; Translator to the Reader; Alphonsus to the Religious,905,https://www.archive.org/download/practiceofchristianperfectionv1_2303_librivox/practiceofchristianperfectionv1_00_rodriguez.mp3,practiceofchristianperfectionv1_00_rodriguez
17055,"Stories from the Ballads, Told to the Children",English,16624,548645,1,The Young Tamlane,801,https://www.archive.org/download/stories_from_ballads_2110_librivox/storiesfromtheballads_01_macgregor.mp3,storiesfromtheballads_01_macgregor
17056,Sins of Silvertip the Fox,English,14499,548652,1,How Nibble Rescued the Red Cow,526,https://www.archive.org/download/sins_of_silvertip_2111_librivox/sinsofsilvertip_01_breck.mp3,sinsofsilvertip_01_breck
17057,Lad of Mettle,English,16671,548665,1,Bully Rakes Taken Down,862,https://www.archive.org/download/lad_of_mettle_2110_librivox/ladofmettle_01_gould.mp3,ladofmettle_01_gould
17058,Popular Lectures on Scientific Subjects,English,10996,548695,1,01 Ch.2 Pt.1 On  the origin and significance of geometrical axioms,2268,https://www.archive.org/download/popularlectures_scientificsubjects_2111_librivox/popularlectures_01_helmholtz.mp3,popularlectures_01_helmholtz
17059,Infection and Immunity,English,688,548730,1,Preface,251,https://www.archive.org/download/infectionandimmunity_2111_librivox/infectionandimmunity_00_sternberg.mp3,infectionandimmunity_00_sternberg
17060,Boise Survey,English,10851,549123,1,PREFACE. DIRECTOR'S LETTER OF TRANSMITTAL,276,https://www.archive.org/download/boisesurvey_2112_librivox/boisesurvey_00_sears.mp3,boisesurvey_00_sears
17061,Short Poetry Collection 220,English,14520,548818,1,All Saints,54,https://www.archive.org/download/spc220_2110_librivox/spc220_allsaints_ids.mp3,spc220_allsaints_ids
17062,Lasers,English,12980,548826,1,Introduction,421,https://www.archive.org/download/lasers_2111_librivox/lasers_01_hellman.mp3,lasers_01_hellman
17063,Money-Saving Main Dishes,English,10244,548837,1,What Shall We Have for Dinner,502,https://www.archive.org/download/money_saving_main_dishes_2111_librivox/maindishes_01_anonymous.mp3,maindishes_01_anonymous
17064,"Tale of a Tank, and Other Yarns",English,7389,548848,1,Topsy: The Tale Of A Tank - Parts 1 & 2,2238,https://www.archive.org/download/tale_of_a_tank_2201_librivox/taleofatank_01_ashton.mp3,taleofatank_01_ashton
17065,Anti-slavery in America from the Introduction of African Slaves to the Prohibition of the Slave Trade (1619-1808),English,14361,548872,1,Preface,626,https://www.archive.org/download/antislaveryinamerica_2212_librivox/antislaveryinamerica_00_locke.mp3,antislaveryinamerica_00_locke
17067,Not That it Matters (Version 2),English,5789,548898,1,The Pleasure of Writing,544,https://www.archive.org/download/not_that_it_matters_ver2_2109_librivox/notthatitmatters_01_milne.mp3,notthatitmatters_01_milne
17069,Days with Walt Whitman,English,15806,549043,1,"Preface, contents, portraits",153,https://www.archive.org/download/dayswithwaltwhitman_2109_librivox/dayswithwhitman_01_carpenter.mp3,dayswithwhitman_01_carpenter
17071,Homage to John Dryden: Three Essays on Poetry of the Seventeenth Century,English,13587,549072,1,Preface,170,https://www.archive.org/download/homagetojohndryden_2204_librivox/homagetojohndryden_00_eliot.mp3,homagetojohndryden_00_eliot
17072,Georgics: A Poem of the Land,English,14905,549092,1,Georgic I,2665,https://www.archive.org/download/the_georgics_2110_librivox/georgics_01_virgil.mp3,georgics_01_virgil
17073,Contented Man,English,4705,549096,1,A Contented Man - Read by ALP,84,https://www.archive.org/download/a_contented_man_2109.poem_librivox/contentedman_turgenev_alp.mp3,contentedman_turgenev_alp
17074,Peacock Pie: A Book of Rhymes,English,8786,549124,1,The Horseman,40,https://www.archive.org/download/peacock_pie_bk_2110_librivox/peacockpie_01_delamare.mp3,peacockpie_01_delamare
17075,Youth of Washington: Told in the Form of an Autobiography,English,8638,549206,1,Chapter 1,694,https://www.archive.org/download/youth_of_washington_2202_librivox/youthofwashington_01_mitchell.mp3,youthofwashington_01_mitchell
17076,Castled Crag of Drachenfels,English,7170,549250,1,The Castled Crag of Drachenfels - AAM,153,https://www.archive.org/download/castledcragofdrachenfels_2109.poem_librivox/drachenfels_byron_aam.mp3,drachenfels_byron_aam
17077,Arthur Conan Doyle’s Memories and Adventures,English,14831,549269,1,Early Recollections,948,https://www.archive.org/download/arthur_conan_doyles_memories_and_adventures_2111_librivox/memoriesandadventures_01_doyle.mp3,memoriesandadventures_01_doyle
17079,Expositions on the Book of Psalms (Vol. 4 - Psalms 76-101),English,13243,549352,1,Psalm 76 Part 1,1877,https://www.archive.org/download/expositions_psalms_vol_4_76-101_2206_librivox/psalms4_01_augustine.mp3,psalms4_01_augustine
17080,Consuelo,English,7170,549402,1,Chapter 1,646,https://www.archive.org/download/consuelo_2202_librivox/consuelo_001_sand.mp3,consuelo_001_sand
17081,Brethren (Version 2),English,16525,549511,1,Author's Note and Prologue,604,https://www.archive.org/download/brethren_2111_librivox/brethren_00_haggard.mp3,brethren_00_haggard
17082,"Harper's Young People, Vol. 01, Issue 28, May 11, 1880",English,8425,549536,1,Why?; Hunting in Arctic Regions; The Story of George Washington: Chapter V,734,https://www.archive.org/download/hyp028_2112_librivox/hyp028_01_various.mp3,hyp028_01_various
17083,Poesies from Abroad,English,9872,549545,1,An Autumn Lyric,131,https://www.archive.org/download/poesiesfromabroad_2109_librivox/poesiesfromabroad_01_henniker.mp3,poesiesfromabroad_01_henniker
17086,Myths and Legends Around the World - Collection 11,English,13963,549593,1,The First Corn - Native American,657,https://www.archive.org/download/mlaw011_2110_librivox/mlaw011_01_various.mp3,mlaw011_01_various
17088,Rover Vol. 01 No. 23,English,7170,549631,1,"Laus Deo, by Lawrence Labree",187,https://www.archive.org/download/rover_01_23_2110_librivox/rover0123_1_various.mp3,rover0123_1_various
17089,French Revolution: A History. Volume 3: The Guillotine,English,15664,549639,1,"Book 1, Chapter 1: The Improvised Commune",1849,https://www.archive.org/download/the_french_revolution_a_history_vol3_2110_librivox/frenchrevolutionvol3_01_carlyle.mp3,frenchrevolutionvol3_01_carlyle
17091,Ultimate Weapon (Version 2),English,5717,549739,1,Part I,1143,https://www.archive.org/download/theultimateweapon_2110_librivox/theultimateweapon_01_campbell..mp3,theultimateweapon_01_campbell.
17093,Innocencia: a story of the prairie regions of Brazil,English,6892,549786,1,The translator's preface,307,https://www.archive.org/download/innocencia_2202_librivox/innocencia_00_taunay.mp3,innocencia_00_taunay
17094,Sunshine Factory (Version 2),English,16086,549819,1,Sunshine Factory,209,https://www.archive.org/download/sunshine_factory_2301_librivox/sunshinefactory_01_pansy.mp3,sunshinefactory_01_pansy
17095,Ranch Girls at Rainbow Lodge,English,11555,549826,1,The Lost Trail,2023,https://www.archive.org/download/ranch_girls_rainbow_lodge_2201_librivox/ranchgirlsrainbowlodge_01_vandercook.mp3,ranchgirlsrainbowlodge_01_vandercook
17096,Predecessors of Cleopatra,English,14499,549851,1,Introduction,370,https://www.archive.org/download/predecessors_cleopatra_2207_librivox/predecessorsofcleopatra_00_north.mp3,predecessorsofcleopatra_00_north
17097,Ode on Solitude,English,7170,549885,1,Ode on Solitude  - Read by AAM,86,https://www.archive.org/download/odeonsolitude_2109.poem_librivox/solitude_pope_aam.mp3,solitude_pope_aam
17099,Begum's Fortune,English,11007,549940,1,Enter Mr. Sharp,1411,https://www.archive.org/download/the_begums_fortune_2110_librivox/begumsfortune_01_verne.mp3,begumsfortune_01_verne
17100,War's Embers,English,7170,549963,1,Dedication,100,https://www.archive.org/download/warsembers_2110_librivox/warsembers_00_gurney.mp3,warsembers_00_gurney
17103,Elementary Forms of the Religious Life,English,9819,550054,1,"Introduction, Section I, ""Religious Sociology and the Theory of Knowledge""",1441,https://www.archive.org/download/elementaryforms_2301_librivox/elementaryforms_00_durkheim.mp3,elementaryforms_00_durkheim
17104,"Familiar Instructions and Evening Lectures on All the Truths of Religion, Volume 2",English,16615,550239,1,The First and Second Commandments of the Church,352,https://www.archive.org/download/familiarinstructions2_2209_librivox/familiarinstructions2_01_segur.mp3,familiarinstructions2_01_segur
17105,Red House Mystery (Version 2),English,5789,550343,1,Chapter 1 - Mrs. Stevens is Frightened,1015,https://www.archive.org/download/red_house_mystery_ver2_2109_librivox/redhousemystery_01_milne.mp3,redhousemystery_01_milne
17106,Cardinal Wolsey (Version 2),English,14309,550365,1,Chapter One: The State of Europe. 1494-1512,1503,https://www.archive.org/download/cardinal_wolsey_ver2_2110_librivox/cardinalwolsey_01_creighton.mp3,cardinalwolsey_01_creighton
17107,G.K. Chesterton in The British Review,English,8425,550384,1,The True Failure of the Turk,1524,https://www.archive.org/download/gkcbritishreview_2111_librivox/gkcbritishreview_01_chesterton.mp3,gkcbritishreview_01_chesterton
17108,Short Story Collection Vol. 100,English,2093,550560,1,A Grass Orphan,1340,https://www.archive.org/download/ssc_100_2202_librivox/ssc100_01_various.mp3,ssc100_01_various
17109,National Geographic Magazine Vol. 10 - 03. March 1899,English,12980,550408,1,"The Original Territory of the United States, The struggle for the continent",1202,https://www.archive.org/download/ngm10_03_2109_librivox/ngm10_03_01.mp3,ngm10_03_01
17111,Blue Poetry Book,English,3681,550450,1,Introduction,930,https://www.archive.org/download/blue_poetry_book_2207_librivox/bluepoetry_00_lang.mp3,bluepoetry_00_lang
17112,"Short Nonfiction Collection, Vol. 086",English,7997,550497,1,1100 Words,533,https://www.archive.org/download/snf086_2110_librivox/snf086_1100words_morley_tm.mp3,snf086_1100words_morley_tm
17114,Short Science Fiction Collection 082,English,14428,550524,1,Beyond Lies the Wub,1124,https://www.archive.org/download/ssf_082_2110_librivox/ssf082_01_various.mp3,ssf082_01_various
17115,First Offensive: The Marine Campaign for Guadalcanal,English,14238,550544,1,First Offensive: The Marine Campaign for Guadalcanal,586,https://www.archive.org/download/first_offensive_guadalcanal_ab_2110_librivox/guadalcanal_01_shaw.mp3,guadalcanal_01_shaw
17116,Bible (YLT) NT 18: Epistle to Philemon,English,3157,550559,1,Philemon,206,https://www.archive.org/download/philemon_ylt_2109_librivox/philemon_01_ylt.mp3,philemon_01_ylt
17117,Night-Born,English,11585,550562,2,The Madness of John Harned,2448,https://www.archive.org/download/nightborn_2201_librivox/nightborn_02_london.mp3,nightborn_02_london
17118,"Daniel Boone, Backwoodsman",English,8638,550574,1,The American Backwoodsman,1069,https://www.archive.org/download/daniel_boone_backwoodsman_2112_librivox/danielboone_01_forbeslindsay.mp3,danielboone_01_forbeslindsay
17119,Rover Vol. 01 No. 24,English,7170,550596,1,Manfred,522,https://www.archive.org/download/rover_01_24_2111_librivox/rover0124_1_various.mp3,rover0124_1_various
17121,"Condiments, Spices and Flavors",English,8425,550626,1,Preface,104,https://www.archive.org/download/condimentsspicesandflavors_2110_librivox/condimentsspicesandflavors_00_green.mp3,condimentsspicesandflavors_00_green
17124,Figaro: The Life of Beaumarchais,English,13661,550654,1,Preface,278,https://www.archive.org/download/figaro_the_life_of_beaumarchais_2206_librivox/figarobeaumarchais_00_rivers.mp3,figarobeaumarchais_00_rivers
17125,Island of Doctor Moreau (Version 4),English,16502,550687,1,Introduction,183,https://www.archive.org/download/island_doctor_moreau_2110_librivox/islanddoctormoreau_01_wells.mp3,islanddoctormoreau_01_wells
17126,Clouds of the Autumn Night,English,16696,550726,1,Clouds of the Autumn Night - Read by AC,98,https://www.archive.org/download/clouds_of_the_autumn_night_2109.poem_librivox/clouds_cawein_ac.mp3,clouds_cawein_ac
17127,"Treatise on Bread, and Bread-Making",English,14704,550733,1,Preface,167,https://www.archive.org/download/treatiseonbread_2110_librivox/treatiseonbread_00_graham.mp3,treatiseonbread_00_graham
17130,Black Cat Vol. 02 No. 07 April 1897,English,16463,550863,1,"The Peacock and the Copper Moon, by Frances Aymar Mathews",2506,https://www.archive.org/download/black_cat_02_07_2111_librivox/blackcat0207apr1897_1_various.mp3,blackcat0207apr1897_1_various
17131,"American Bee Journal, Vol. VI. No. 5, Nov 1870",English,16205,550873,1,Cure of Foulbrood,647,https://www.archive.org/download/amerbeejournal_nov1870_2111_librivox/americanbeejournalnov1870_01_various.mp3,americanbeejournalnov1870_01_various
17132,Christmas Miscellany 2021,English,6454,550903,1,"Christmas In Southern Seas, from Into The Frozen South (Shackleton Expedition) (1923)",1046,https://www.archive.org/download/christmas_miscellany_2021_2110_librivox/christmasmiscellany2021_01_various.mp3,christmasmiscellany2021_01_various
17133,Walking (Version 2),English,1901,550911,1,Section 1,1322,https://www.archive.org/download/walking_2111_librivox/walking_01_thoreau.mp3,walking_01_thoreau
17134,Rookeries of London,English,167,550918,1,Preface & Section 1,1305,https://www.archive.org/download/rookeriesoflondon_2210_librivox/rookeriesoflondon_01_beames.mp3,rookeriesoflondon_01_beames
17135,Is Shakespeare Dead?,English,13055,550948,1,Chapter 1,1350,https://www.archive.org/download/isshakespearedead_2110_librivox/isshakespearedead_01_twain.mp3,isshakespearedead_01_twain
17136,"Captain Billy's Whiz Bang, Vol. 2, No. 23, August, 1921",English,11395,550961,1,Drippings From the Fawcett,667,https://www.archive.org/download/whiz_bang_2_23_august_1921_2201_librivox/whizbangv2n23_01_fawcett.mp3,whizbangv2n23_01_fawcett
17137,Colin: A Novel,English,16463,550976,1,Book I. Chapter I,2736,https://www.archive.org/download/colin_2304_librivox/colin_01_benson.mp3,colin_01_benson
17139,Verse and Worse,English,14499,551021,1,Author's Preface,106,https://www.archive.org/download/verseandworse_2201_librivox/verseandworse_01_graham.mp3,verseandworse_01_graham
17140,Society as I Have Found It,English,107,551090,1,Introduction and Author's Note,91,https://www.archive.org/download/societyasihavefoundit_2111_librivox/societyasihavefoundit_00_mcallister.mp3,societyasihavefoundit_00_mcallister
17141,"Silver Shadow, and Other Day Dreams",English,11084,551119,1,By Way of Introduction,124,https://www.archive.org/download/silvershadow_2201_librivox/silvershadow_00_boreham.mp3,silvershadow_00_boreham
17142,If I May (Version 2),English,5789,551150,1,The Case for the Artist,685,https://www.archive.org/download/if_i_may_ver2_2109_librivox/ifimay_01_aamilne.mp3,ifimay_01_aamilne
17143,Vision,English,16696,551192,1,Vision - Read by AC,52,https://www.archive.org/download/vision_2110.poem_librivox/vision_kilmer_ac.mp3,vision_kilmer_ac
17144,Thunder In The Garden,English,13577,551221,1,Thunder In The Garden - Read by APS,184,https://www.archive.org/download/thunderinthegarden_2110.poem_librivox/thunder_morris_aps.mp3,thunder_morris_aps
17145,Yellowstone Expedition of 1870,English,8576,551238,1,Transmittal and the First to the Third Day,862,https://www.archive.org/download/yellowstone_expedition_2112_librivox/yellowstoneexpeditionof1870_01_doane.mp3,yellowstoneexpeditionof1870_01_doane
17146,Twin Mystery,English,15829,551248,1,The Brown Robin,832,https://www.archive.org/download/twin_mystery_2112_librivox/twinmystery_01_carter.mp3,twinmystery_01_carter
17148,Stray Feathers From a Bird Man's Desk,English,8425,551278,1,Introduction,376,https://www.archive.org/download/strayfeathers_2112_librivox/strayfeathers_00_rand.mp3,strayfeathers_00_rand
17149,National Geographic Magazine Vol. 10 - 04. April 1899,English,15829,551339,1,The Sources of the Saskatchewan,1536,https://www.archive.org/download/ngm10_04_2110_librivox/ngm10_04_01.mp3,ngm10_04_01
