book_id,book_title,language,speaker_id,section_id,section_number,section_title,playtime,audio_link,file_id,source_url,original_path,duration,recording_date
21373,Autobiography of Lord Alfred Douglas,English,8164,668332,14,Chapter XIV,537,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_14_douglas.mp3,autobiographyoflorddouglas_14_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668333,15,Chapter XV,1082,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_15_douglas.mp3,autobiographyoflorddouglas_15_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668334,16,Chapter XVI,821,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_16_douglas.mp3,autobiographyoflorddouglas_16_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668335,17,Chapter XVII,724,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_17_douglas.mp3,autobiographyoflorddouglas_17_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668336,18,Chapter XVIII,831,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_18_douglas.mp3,autobiographyoflorddouglas_18_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668337,19,Chapter IXX,610,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_19_douglas.mp3,autobiographyoflorddouglas_19_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668338,20,Chapter XX,668,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_20_douglas.mp3,autobiographyoflorddouglas_20_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668339,21,Chapter XXI,721,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_21_douglas.mp3,autobiographyoflorddouglas_21_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668340,22,Chapter XXII,1250,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_22_douglas.mp3,autobiographyoflorddouglas_22_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668341,23,Chapter XXIII,847,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_23_douglas.mp3,autobiographyoflorddouglas_23_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668342,24,Chapter XXIV,1058,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_24_douglas.mp3,autobiographyoflorddouglas_24_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668343,25,Chapter XXV,578,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_25_douglas.mp3,autobiographyoflorddouglas_25_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668344,26,Chapter XXVI,888,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_26_douglas.mp3,autobiographyoflorddouglas_26_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668345,27,Chapter XXVII,978,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_27_douglas.mp3,autobiographyoflorddouglas_27_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668346,28,Chapter XXVIII,989,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_28_douglas.mp3,autobiographyoflorddouglas_28_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668347,29,Chapter XXIX,1197,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_29_douglas.mp3,autobiographyoflorddouglas_29_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668348,30,Chapter XXX,1155,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_30_douglas.mp3,autobiographyoflorddouglas_30_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668349,31,Chapter XXXI,931,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_31_douglas.mp3,autobiographyoflorddouglas_31_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668350,32,Chapter XXXII,962,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_32_douglas.mp3,autobiographyoflorddouglas_32_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668351,33,Chapter XXXIII,925,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_33_douglas.mp3,autobiographyoflorddouglas_33_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668352,34,Chapter XXXIV,706,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_34_douglas.mp3,autobiographyoflorddouglas_34_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668353,35,Chapter XXXV,544,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_35_douglas.mp3,autobiographyoflorddouglas_35_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668354,36,Chapter XXXVI,1012,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_36_douglas.mp3,autobiographyoflorddouglas_36_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668355,37,Chapter XXXVII,720,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_37_douglas.mp3,autobiographyoflorddouglas_37_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668356,38,Chapter XXXVIII,915,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_38_douglas.mp3,autobiographyoflorddouglas_38_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668357,39,Chapter XXXIX,730,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_39_douglas.mp3,autobiographyoflorddouglas_39_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,669214,40,Chapter XL,0,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_40_douglas.mp3,autobiographyoflorddouglas_40_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668359,41,Chapter XLI,779,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_41_douglas.mp3,autobiographyoflorddouglas_41_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668360,42,Chapter XLII,1153,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_42_douglas.mp3,autobiographyoflorddouglas_42_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668361,43,Chapter XLIII,692,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_43_douglas.mp3,autobiographyoflorddouglas_43_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668362,44,Chapter XLIV,1019,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_44_douglas.mp3,autobiographyoflorddouglas_44_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668363,45,Chapter XLV,603,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_45_douglas.mp3,autobiographyoflorddouglas_45_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668364,46,Chapter XLVI,1017,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_46_douglas.mp3,autobiographyoflorddouglas_46_douglas
21373,Autobiography of Lord Alfred Douglas,English,8164,668365,47,Appendix,916,https://www.archive.org/download/autobiography_lordalfreddouglas_2502_librivox/autobiographyoflorddouglas_47_douglas.mp3,autobiographyoflorddouglas_47_douglas
