segment_file,original_file,segment_index,duration
salad_smith_el0_0001.mp3,salad_smith_el0,1,24.046780045351476
sacrifice_00_bavnick_0014.mp3,sacrifice_00_bavnick,14,29.976575963718822
salad_smith_el0_0002.mp3,salad_smith_el0,2,30.00269841269841
sacrifice_09_bavnick_0006.mp3,sacrifice_09_bavnick,6,26.188820861678003
salad_smith_pfs_0000.mp3,salad_smith_pfs,0,27.050861678004534
richcrooks_07_young_0011.mp3,richcrooks_07_young,11,28.25249433106576
autobiographyoflorddouglas_14_douglas_0004.mp3,autobiographyoflorddouglas_14_douglas,4,25.97984126984127
salad_smith_ls_0002.mp3,salad_smith_ls,2,22.662290249433106
salad_smith_ls_0001.mp3,salad_smith_ls,1,29.636984126984128
richcrooks_06_young_0000.mp3,richcrooks_06_young,0,30.00269841269841
sacrifice_09_bavnick_0008.mp3,sacrifice_09_bavnick,8,29.297392290249434
autobiographyoflorddouglas_14_douglas_0005.mp3,autobiographyoflorddouglas_14_douglas,5,28.513718820861676
richcrooks_07_young_0012.mp3,richcrooks_07_young,12,29.741473922902493
salad_smith_bc_0000.mp3,salad_smith_bc,0,27.782290249433107
salad_smith_cf_0000.mp3,salad_smith_cf,0,21.617392290249434
sacrifice_09_bavnick_0007.mp3,sacrifice_09_bavnick,7,27.730045351473922
richcrooks_08_young_0001.mp3,richcrooks_08_young,1,21.904739229024944
autobiographyoflorddouglas_14_douglas_0003.mp3,autobiographyoflorddouglas_14_douglas,3,29.976575963718822
richcrooks_08_young_0000.mp3,richcrooks_08_young,0,26.319433106575964
sacrifice_00_bavnick_0015.mp3,sacrifice_00_bavnick,15,18.45657596371882
sacrifice_09_bavnick_0009.mp3,sacrifice_09_bavnick,9,28.592086167800453
autobiographyoflorddouglas_14_douglas_0007.mp3,autobiographyoflorddouglas_14_douglas,7,17.777392290249434
salad_smith_bc_0001.mp3,salad_smith_bc,1,27.338208616780044
familywellordered_03_mather_0000.mp3,familywellordered_03_mather,0,23.86392290249433
autobiographyoflorddouglas_14_douglas_0006.mp3,autobiographyoflorddouglas_14_douglas,6,17.672902494331066
sacrifice_09_bavnick_0011.mp3,sacrifice_09_bavnick,11,23.28922902494331
autobiographyoflorddouglas_14_douglas_0008.mp3,autobiographyoflorddouglas_14_douglas,8,25.326780045351473
familywellordered_03_mather_0001.mp3,familywellordered_03_mather,1,29.976575963718822
richcrooks_08_young_0003.mp3,richcrooks_08_young,3,29.976575963718822
richcrooks_08_young_0002.mp3,richcrooks_08_young,2,26.214943310657596
sacrifice_09_bavnick_0010.mp3,sacrifice_09_bavnick,10,25.69249433106576
salad_smith_bc_0002.mp3,salad_smith_bc,2,18.352086167800454
